datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,cloudcover,visibility
2021-01-08,12.1,10.0,11.1,2.0,53.8,1.0,20.5,1.0,10.1
2021-01-09,12.1,10.0,11.0,-1.7,42.2,0.0,14.8,1.0,10.1
2021-01-10,12.6,10.0,11.0,-1.7,41.0,0.0,14.8,1.0,10.1
2021-01-11,16.0,10.0,12.9,-1.7,37.6,0.0,16.6,1.0,10.0
2021-01-12,19.0,9.4,14.4,-1.5,37.6,0.0,18.4,0.0,10.0
2021-01-13,21.0,9.4,15.3,2.9,46.6,0.0,16.6,0.0,8.3
2021-01-14,21.0,10.6,15.8,7.4,59.1,0.0,14.8,0.0,7.0
2021-01-15,20.2,10.7,16.1,9.9,73.3,0.0,11.2,0.0,4.5
2021-01-16,19.0,13.0,16.1,9.9,73.3,0.0,14.8,1.0,4.5
2021-01-17,19.5,13.0,15.7,9.9,70.3,1.0,13.8,1.0,7.2
2021-01-18,19.5,10.0,15.0,9.9,65.6,0.0,16.6,0.0,7.2
2021-01-19,20.7,10.0,15.0,9.9,65.6,0.0,13.8,0.0,6.9
2021-01-20,20.7,12.0,16.3,11.1,72.7,0.0,11.2,0.0,4.8
2021-01-21,20.7,16.0,16.9,13.1,73.5,0.0,11.2,1.0,4.0
2021-01-22,23.0,16.0,18.8,13.4,73.5,0.0,11.2,0.0,4.0
2021-01-23,23.5,15.9,18.9,13.8,71.0,0.0,11.2,0.0,4.7
2021-01-24,23.5,15.9,20.0,14.3,71.0,0.0,14.8,0.0,4.7
2021-01-25,24.4,19.0,20.5,15.6,76.4,1.0,18.4,1.0,5.3
2021-01-26,23.7,19.0,20.7,15.6,76.4,0.0,16.6,1.0,7.1
2021-01-27,23.7,18.0,20.7,15.6,74.4,0.0,20.5,1.0,8.3
2021-01-28,22.0,16.0,18.4,14.4,73.3,1.0,16.6,1.0,8.3
2021-01-29,20.0,16.0,18.3,14.4,74.4,0.0,14.8,1.0,8.1
2021-01-30,19.3,16.0,18.3,14.4,82.6,1.0,14.8,1.0,4.9
2021-01-31,19.3,17.0,18.3,15.8,82.6,1.0,14.8,1.0,4.9
2021-02-01,23.0,18.0,20.2,16.0,80.6,0.0,13.0,1.0,5.6
2021-02-02,23.1,18.0,20.6,16.4,79.1,0.0,14.8,1.0,6.8
2021-02-03,24.0,17.0,20.6,16.4,79.1,0.0,13.0,0.0,6.8
2021-02-04,26.0,17.0,21.0,16.0,75.0,1.0,14.8,1.0,6.7
2021-02-05,24.8,17.0,20.3,15.6,76.0,0.0,14.8,0.0,6.5
2021-02-06,26.0,17.0,21.0,15.6,73.2,0.0,14.8,0.0,6.5
2021-02-07,24.8,17.0,20.6,15.6,76.0,0.0,14.8,0.0,6.5
2021-02-08,23.7,16.7,20.6,15.5,78.0,1.0,20.5,1.0,6.5
2021-02-09,23.7,15.0,17.9,14.2,78.0,1.0,20.5,1.0,6.6
2021-02-10,23.7,14.8,17.9,14.2,75.0,1.0,14.8,0.0,7.6
2021-02-11,23.7,14.8,19.3,13.2,74.4,0.0,14.8,0.0,7.4
2021-02-12,23.0,15.0,19.5,13.2,69.8,0.0,16.6,0.0,7.6
2021-02-13,23.0,17.0,19.5,13.3,68.8,0.0,16.6,0.0,8.5
2021-02-14,23.0,17.0,20.1,14.5,68.8,0.0,13.0,0.0,8.5
2021-02-15,22.4,19.0,20.3,14.2,81.9,0.0,13.0,1.0,6.7
2021-02-16,22.3,19.0,20.1,14.2,81.9,1.0,13.0,1.0,6.7
2021-02-17,22.3,19.0,20.2,15.2,69.8,0.0,11.2,1.0,9.2
2021-02-18,23.0,18.0,20.2,14.2,69.8,0.0,13.0,1.0,9.2
2021-02-19,23.1,18.0,20.4,14.1,66.5,0.0,13.0,1.0,6.5
2021-02-20,25.0,16.0,20.6,14.1,66.9,0.0,14.8,1.0,6.5
2021-02-21,25.1,16.0,21.2,15.2,66.9,0.0,20.5,1.0,7.5
2021-02-22,25.4,20.0,22.0,16.9,72.9,0.0,20.5,1.0,7.5
2021-02-23,25.4,20.0,22.4,17.1,73.4,0.0,20.5,1.0,7.5
2021-02-24,25.4,20.0,22.6,17.7,74.9,0.0,18.4,1.0,8.3
2021-02-25,26.0,20.8,22.9,17.7,77.2,1.0,18.4,1.0,8.3
2021-02-26,26.0,18.1,22.9,17.7,79.8,1.0,18.4,1.0,8.3
2021-02-27,23.1,16.0,18.9,19.1,81.8,1.0,16.6,1.0,7.8
2021-02-28,23.0,16.0,18.9,16.3,94.2,1.0,13.0,1.0,3.3
2021-03-01,21.0,18.0,19.9,15.7,94.2,1.0,13.0,1.0,3.3
2021-03-02,21.0,18.0,19.9,15.4,79.1,1.0,14.8,1.0,7.0
2021-03-03,19.0,16.8,18.1,15.4,79.1,1.0,14.8,1.0,7.0
2021-03-04,19.0,16.8,18.1,15.4,89.9,1.0,11.2,1.0,5.8
2021-03-05,20.7,17.0,19.2,17.6,89.9,1.0,11.2,1.0,5.5
2021-03-06,25.0,19.9,22.9,18.2,85.8,1.0,18.4,1.0,5.5
2021-03-07,25.0,19.9,22.9,20.2,85.8,1.0,18.4,1.0,5.5
2021-03-08,25.0,21.8,22.9,20.5,90.9,1.0,18.4,1.0,7.1
2021-03-09,26.0,21.8,23.4,20.8,90.9,0.0,20.5,1.0,7.1
2021-03-10,26.1,22.0,23.8,20.8,83.7,1.0,20.5,1.0,7.7
2021-03-11,27.1,22.0,24.0,20.8,83.4,1.0,18.4,1.0,7.7
2021-03-12,26.1,21.9,23.8,20.7,83.7,0.0,18.4,1.0,7.5
2021-03-13,27.0,21.8,23.3,20.2,79.5,1.0,18.4,1.0,7.1
2021-03-14,26.0,21.0,23.3,20.2,79.9,0.0,18.4,0.0,7.1
2021-03-15,26.0,21.0,23.4,20.7,79.9,0.0,18.4,1.0,7.1
2021-03-16,26.0,22.0,23.7,22.0,87.4,1.0,18.4,1.0,7.2
2021-03-17,26.0,23.0,24.3,22.1,89.4,0.0,18.4,1.0,6.6
2021-03-18,26.2,23.0,24.3,22.4,87.4,1.0,18.4,1.0,7.2
2021-03-19,26.2,23.0,24.3,22.4,89.4,1.0,18.4,1.0,6.6
2021-03-20,26.0,23.0,24.2,22.4,87.4,1.0,20.5,1.0,7.5
2021-03-21,24.0,18.0,20.9,16.5,77.4,1.0,18.4,1.0,7.9
2021-03-22,22.5,17.0,19.2,14.2,48.9,1.0,18.4,1.0,9.8
2021-03-23,21.2,17.0,19.2,14.2,48.9,0.0,11.5,0.0,9.8
2021-03-24,22.1,18.0,19.8,14.2,70.7,0.0,11.5,1.0,6.7
2021-03-25,22.1,19.0,20.0,18.8,92.6,1.0,13.0,1.0,4.8
2021-03-26,25.0,20.0,23.0,21.7,92.9,1.0,18.4,1.0,4.8
2021-03-27,25.0,22.0,23.2,22.4,95.5,1.0,18.4,1.0,4.8
2021-03-28,25.0,22.0,23.4,22.8,95.5,1.0,14.8,1.0,4.9
2021-03-29,27.6,23.0,25.2,23.7,94.0,1.0,14.8,1.0,4.4
2021-03-30,29.0,23.9,25.3,24.1,91.8,0.0,14.8,1.0,4.9
2021-03-31,29.0,24.0,25.9,24.4,91.7,0.0,16.6,1.0,5.9
2021-04-01,29.0,24.0,25.9,24.4,91.7,0.0,16.6,1.0,5.9
2021-04-02,27.0,24.9,25.4,24.4,94.6,1.0,16.6,1.0,6.3
2021-04-03,27.0,24.9,25.4,24.3,94.6,1.0,16.6,1.0,6.0
2021-04-04,27.0,22.0,25.3,23.5,90.2,1.0,16.6,1.0,6.3
2021-04-05,29.4,22.0,25.0,22.3,89.1,1.0,16.6,1.0,7.5
2021-04-06,30.0,22.0,25.0,22.3,82.8,1.0,18.4,1.0,8.2
2021-04-07,30.0,23.9,25.8,21.6,82.8,1.0,20.5,1.0,8.1
2021-04-08,30.0,23.9,25.8,21.6,83.6,1.0,20.5,1.0,8.2
2021-04-09,24.0,19.0,20.7,22.1,87.0,1.0,20.5,1.0,8.1
2021-04-10,24.0,19.0,20.7,22.1,88.5,1.0,20.5,1.0,6.1
2021-04-11,29.0,20.0,24.2,22.1,88.5,1.0,20.5,1.0,6.1
2021-04-12,29.0,23.0,25.8,22.6,88.5,1.0,20.5,1.0,8.4
2021-04-13,30.0,24.0,26.4,23.6,83.7,1.0,20.5,1.0,8.9
2021-04-14,27.5,24.6,25.9,23.7,88.9,0.0,18.4,1.0,8.9
2021-04-15,30.0,24.9,26.8,23.7,83.7,1.0,20.5,1.0,8.7
2021-04-16,27.4,24.9,25.9,23.6,92.0,1.0,18.4,1.0,8.7
2021-04-17,25.6,22.0,23.0,23.0,88.1,1.0,18.4,1.0,8.7
2021-04-18,25.6,22.0,23.0,23.0,88.1,1.0,16.6,1.0,8.5
2021-04-19,31.0,22.0,26.1,23.0,84.3,1.0,16.6,1.0,8.7
2021-04-20,32.0,25.0,28.2,24.3,80.8,0.0,24.1,1.0,9.6
2021-04-21,32.0,26.0,28.4,24.6,80.8,1.0,24.1,1.0,10.0
2021-04-22,32.0,26.0,28.4,24.8,81.7,0.0,22.3,1.0,10.0
2021-04-23,31.0,26.0,28.2,25.6,87.9,1.0,22.3,1.0,9.8
2021-04-24,30.7,26.0,27.8,25.6,88.7,1.0,20.5,1.0,9.1
2021-04-25,29.0,25.0,26.9,25.6,93.8,1.0,16.6,1.0,8.2
2021-04-26,27.2,21.0,24.2,22.7,93.8,1.0,14.8,1.0,8.2
2021-04-27,26.4,21.0,23.8,20.9,85.6,1.0,14.8,1.0,9.6
2021-04-28,27.2,21.0,24.1,20.5,82.0,1.0,14.8,1.0,10.0
2021-04-29,28.6,21.0,24.1,20.5,75.5,1.0,20.5,1.0,9.6
2021-04-30,29.0,21.0,25.3,20.5,75.5,1.0,14.8,0.0,8.6
2021-05-01,30.0,23.0,25.5,22.6,84.1,1.0,20.5,1.0,8.3
2021-05-02,32.0,23.8,27.5,24.2,84.1,1.0,20.5,1.0,8.6
2021-05-03,33.2,24.0,29.0,24.2,79.8,1.0,24.1,1.0,9.9
2021-05-04,33.2,23.8,29.0,24.2,79.8,1.0,24.1,1.0,9.9
2021-05-05,32.1,22.9,26.8,24.0,79.1,1.0,22.3,1.0,9.2
2021-05-06,32.0,22.9,26.8,24.0,80.6,1.0,16.6,0.0,9.0
2021-05-07,32.0,25.0,27.9,24.0,80.6,1.0,16.6,1.0,8.6
2021-05-08,32.0,25.0,28.0,25.2,82.6,1.0,16.6,1.0,8.6
2021-05-09,33.0,26.0,29.0,25.2,82.6,1.0,20.5,1.0,9.8
2021-05-10,35.0,26.0,29.4,25.5,79.3,1.0,25.9,0.0,9.8
2021-05-11,35.0,25.1,29.4,25.5,79.3,1.0,25.9,1.0,9.5
2021-05-12,34.1,25.0,29.3,25.3,81.9,1.0,23.2,0.0,9.4
2021-05-13,34.0,25.0,29.2,25.3,81.9,1.0,23.2,1.0,9.4
2021-05-14,34.0,25.0,29.2,25.7,81.1,1.0,24.1,0.0,9.4
2021-05-15,34.0,26.6,30.0,26.0,79.1,1.0,24.1,1.0,10.0
2021-05-16,34.0,27.0,30.0,26.2,81.1,1.0,22.3,1.0,10.0
2021-05-17,34.0,27.0,30.1,26.2,80.6,1.0,22.3,1.0,10.0
2021-05-18,34.0,27.0,30.1,26.2,80.6,1.0,24.1,1.0,10.1
2021-05-19,35.1,27.0,30.7,26.2,77.9,0.0,24.1,1.0,10.1
2021-05-20,35.1,27.0,30.7,26.3,77.9,0.0,22.3,1.0,10.0
2021-05-21,35.4,27.8,31.0,26.6,77.4,1.0,22.3,1.0,10.0
2021-05-22,35.0,28.0,30.9,26.6,79.9,0.0,24.1,0.0,10.7
2021-05-23,35.0,27.8,30.9,26.6,79.9,1.0,24.1,1.0,10.7
2021-05-24,29.4,25.0,27.4,25.0,80.8,1.0,22.3,1.0,9.7
2021-05-25,29.4,25.0,27.4,25.0,81.3,1.0,22.3,1.0,9.5
2021-05-26,33.6,25.0,28.9,25.0,81.3,1.0,20.5,1.0,9.5
2021-05-27,34.0,27.0,29.9,25.4,79.1,1.0,20.5,1.0,9.5
2021-05-28,34.4,27.0,30.3,25.4,77.2,1.0,20.5,1.0,9.4
2021-05-29,36.0,28.0,31.2,25.4,76.0,1.0,18.4,1.0,9.4
2021-05-30,38.6,28.0,32.4,25.4,70.0,0.0,16.6,0.0,10.9
2021-05-31,39.0,28.0,33.6,25.4,63.7,0.0,16.6,1.0,10.9
2021-06-01,39.4,29.0,33.6,25.4,63.7,1.0,16.6,1.0,10.5
2021-06-02,40.0,29.0,34.2,24.8,66.1,0.0,18.4,1.0,10.1
2021-06-03,40.0,29.0,33.5,24.4,67.2,1.0,18.4,1.0,10.0
2021-06-04,32.1,25.0,28.5,24.1,66.1,1.0,18.4,1.0,10.0
2021-06-05,32.1,25.0,28.5,24.1,72.2,1.0,11.5,1.0,9.4
2021-06-06,33.1,25.7,28.7,24.1,74.0,1.0,11.5,1.0,8.7
2021-06-07,34.0,25.8,28.7,24.6,80.6,1.0,13.0,1.0,8.6
2021-06-08,34.0,25.8,28.3,24.6,83.1,1.0,16.6,1.0,8.7
2021-06-09,32.0,25.8,28.3,25.1,84.0,1.0,13.0,1.0,8.9
2021-06-10,32.0,27.0,28.5,25.5,84.0,1.0,14.8,1.0,9.3
2021-06-11,34.0,27.0,28.8,25.5,84.3,1.0,14.8,1.0,9.3
2021-06-12,34.0,26.0,28.8,25.5,84.3,1.0,18.4,1.0,9.5
2021-06-13,34.1,26.0,28.8,25.4,84.3,1.0,22.3,1.0,9.5
2021-06-14,34.1,26.0,29.7,24.6,76.6,1.0,22.3,1.0,10.7
2021-06-15,35.0,27.0,30.8,24.5,69.5,1.0,18.4,1.0,10.7
2021-06-16,37.0,28.0,32.2,24.5,66.8,0.0,18.4,1.0,10.9
2021-06-17,37.1,28.0,32.9,24.5,64.2,0.0,18.4,1.0,10.9
2021-06-18,38.0,29.0,33.5,24.5,62.7,0.0,16.6,1.0,11.6
2021-06-19,39.3,29.0,34.5,24.3,54.1,0.0,14.8,0.0,11.6
2021-06-20,39.3,30.0,34.5,24.3,54.1,0.0,14.8,1.0,11.6
2021-06-21,38.7,30.0,34.3,24.3,58.5,0.0,16.6,1.0,11.0
2021-06-22,37.0,26.4,32.3,24.6,66.6,1.0,16.6,1.0,10.8
2021-06-23,34.0,26.0,29.8,24.9,75.2,1.0,14.8,1.0,10.0
2021-06-24,32.5,26.0,28.2,24.9,83.9,1.0,14.8,1.0,9.8
2021-06-25,32.5,25.0,28.2,24.6,83.9,1.0,14.8,1.0,9.8
2021-06-26,35.0,25.0,29.0,24.2,77.5,1.0,14.8,1.0,10.6
2021-06-27,37.0,26.0,32.0,23.6,64.4,1.0,14.8,1.0,10.6
2021-06-28,37.0,29.0,32.5,23.6,59.5,1.0,14.8,1.0,10.6
2021-06-29,36.0,29.0,32.5,23.5,59.5,1.0,16.6,1.0,10.1
2021-06-30,36.0,30.0,32.5,23.1,59.5,1.0,16.6,1.0,10.1
2021-07-01,36.0,30.0,32.8,23.5,56.4,0.0,18.4,1.0,10.1
2021-07-02,37.0,30.0,32.9,24.0,56.4,0.0,18.4,1.0,10.4
2021-07-03,37.0,30.0,32.9,24.2,62.0,0.0,18.4,1.0,10.6
2021-07-04,37.0,29.0,32.7,24.6,67.0,1.0,18.4,1.0,10.4
2021-07-05,35.0,27.7,31.3,25.4,69.4,1.0,18.4,1.0,10.2
2021-07-06,34.0,27.0,30.2,25.6,77.4,1.0,16.6,1.0,9.9
2021-07-07,34.0,27.0,29.6,25.6,80.5,1.0,16.6,1.0,9.9
2021-07-08,33.0,26.0,29.0,25.6,83.0,1.0,16.6,1.0,9.7
2021-07-09,32.3,26.0,29.0,25.6,83.0,1.0,16.6,1.0,9.7
2021-07-10,33.0,26.0,29.0,25.1,80.3,1.0,16.6,1.0,10.0
2021-07-11,35.0,26.0,30.2,25.1,71.6,1.0,16.6,1.0,11.0
2021-07-12,35.0,27.0,30.9,24.9,71.6,1.0,20.5,0.0,11.0
2021-07-13,35.0,27.7,30.9,24.4,71.1,1.0,20.5,1.0,10.3
2021-07-14,35.0,27.7,31.2,24.4,71.1,1.0,20.5,0.0,10.3
2021-07-15,35.0,27.0,31.3,24.6,69.3,1.0,20.5,0.0,11.4
2021-07-16,35.7,27.0,31.3,24.6,69.3,0.0,20.5,0.0,11.4
2021-07-17,35.7,27.0,31.3,24.5,69.5,1.0,18.4,0.0,10.9
2021-07-18,34.4,25.0,28.8,24.6,79.3,1.0,18.4,1.0,9.7
2021-07-19,34.4,25.0,28.8,24.9,81.9,1.0,18.4,1.0,9.7
2021-07-20,35.0,26.0,29.0,25.5,80.7,1.0,22.3,1.0,9.7
2021-07-21,35.0,26.0,29.0,25.5,81.9,1.0,22.3,1.0,9.4
2021-07-22,32.0,26.0,28.2,26.1,90.1,1.0,18.4,1.0,8.9
2021-07-23,32.0,26.0,28.2,26.1,90.1,1.0,18.4,1.0,8.9
2021-07-24,35.0,26.8,30.1,26.1,81.2,1.0,18.4,0.0,8.9
2021-07-25,35.1,26.8,30.1,25.4,77.7,1.0,14.8,1.0,9.9
2021-07-26,35.1,27.0,30.2,25.4,76.0,1.0,14.8,1.0,10.0
2021-07-27,36.4,27.0,31.0,25.4,74.8,1.0,14.8,1.0,11.1
2021-07-28,36.4,28.0,31.0,25.6,74.8,1.0,18.4,1.0,11.1
2021-07-29,36.0,28.0,31.0,25.8,75.2,1.0,18.4,1.0,9.9
2021-07-30,36.0,28.0,31.2,26.1,76.1,1.0,14.8,1.0,9.8
2021-07-31,36.0,27.4,31.2,26.1,76.1,1.0,13.0,1.0,9.6
2021-08-01,36.3,27.0,30.9,26.1,78.0,1.0,14.4,1.0,9.7
2021-08-02,36.3,27.0,30.9,26.1,78.0,1.0,13.0,0.0,9.7
2021-08-03,36.7,27.0,31.5,26.1,71.4,1.0,13.0,1.0,9.9
2021-08-04,36.7,28.0,32.7,26.1,71.4,1.0,13.0,0.0,9.9
2021-08-05,37.5,29.0,33.0,25.2,71.4,0.0,16.6,0.0,9.1
2021-08-06,38.2,29.0,33.9,26.3,64.2,0.0,16.6,1.0,9.1
2021-08-07,38.2,29.0,33.9,26.6,64.2,0.0,14.8,1.0,10.1
2021-08-08,34.5,27.0,30.5,26.0,86.4,0.0,14.8,1.0,10.1
2021-08-09,32.4,27.0,30.1,26.0,86.8,1.0,14.8,1.0,9.3
2021-08-10,32.4,25.0,27.4,26.0,92.1,1.0,20.5,1.0,8.6
2021-08-11,32.4,24.8,27.3,26.0,92.1,1.0,20.5,1.0,8.4
2021-08-12,33.2,24.8,27.3,25.9,92.1,1.0,16.6,1.0,8.4
2021-08-13,35.0,24.0,29.9,25.9,81.2,1.0,16.6,1.0,9.0
2021-08-14,35.0,25.8,29.9,25.9,81.2,1.0,14.8,1.0,9.7
2021-08-15,34.0,26.0,29.9,25.9,81.5,1.0,16.6,1.0,9.7
2021-08-16,34.0,26.0,30.1,25.8,81.5,1.0,16.6,0.0,9.7
2021-08-17,35.4,25.0,30.1,25.1,80.8,1.0,24.1,1.0,10.6
2021-08-18,35.4,25.0,29.6,25.1,78.8,1.0,24.1,1.0,10.7
2021-08-19,34.3,25.0,29.6,25.1,80.2,1.0,16.6,1.0,11.2
2021-08-20,34.3,27.0,30.5,26.3,78.8,1.0,16.6,0.0,11.2
2021-08-21,35.1,28.0,31.1,26.6,80.2,0.0,20.5,1.0,10.0
2021-08-22,35.1,28.0,31.1,27.2,85.1,1.0,20.5,0.0,10.0
2021-08-23,34.4,27.0,30.4,27.2,85.6,1.0,20.5,1.0,10.3
2021-08-24,33.4,27.0,29.9,27.2,85.7,1.0,20.5,1.0,10.3
2021-08-25,33.4,27.0,29.9,27.1,85.7,1.0,20.5,0.0,9.8
2021-08-26,32.1,24.9,28.8,26.3,87.1,1.0,16.6,0.0,9.8
2021-08-27,32.0,24.0,27.8,25.9,87.1,1.0,16.6,1.0,9.9
2021-08-28,32.0,24.0,27.8,25.1,87.1,1.0,18.4,1.0,9.9
2021-08-29,33.0,25.0,28.4,25.1,80.6,1.0,18.4,0.0,9.8
2021-08-30,33.0,26.0,28.8,25.1,80.4,1.0,16.6,1.0,9.8
2021-08-31,34.0,26.0,29.5,25.1,80.4,1.0,16.6,0.0,10.0
2021-09-01,34.0,26.0,29.5,25.3,80.4,1.0,14.8,0.0,10.0
2021-09-02,33.0,26.0,29.7,25.5,80.1,1.0,14.8,1.0,9.8
2021-09-03,33.0,26.0,29.7,25.6,80.1,1.0,18.4,1.0,9.7
2021-09-04,33.0,26.0,29.7,25.6,80.1,1.0,18.4,1.0,9.7
2021-09-05,33.6,25.0,29.2,25.6,79.7,1.0,13.0,1.0,9.7
2021-09-06,32.0,25.0,28.3,25.6,86.4,1.0,13.0,0.0,9.5
2021-09-07,32.0,25.0,27.3,25.6,89.3,1.0,18.4,1.0,9.5
2021-09-08,32.0,24.0,27.3,25.3,89.3,1.0,18.4,1.0,9.4
2021-09-09,32.0,24.0,27.6,25.3,89.3,1.0,16.6,1.0,9.2
2021-09-10,34.4,25.0,29.2,25.3,79.8,1.0,15.3,0.0,9.4
2021-09-11,35.7,25.0,30.2,25.3,73.8,0.0,14.8,1.0,10.1
2021-09-12,35.7,26.0,30.2,25.2,73.8,1.0,15.3,0.0,10.1
2021-09-13,34.0,26.0,28.9,25.3,87.8,1.0,13.0,0.0,8.7
2021-09-14,28.4,25.0,26.4,25.5,94.4,1.0,13.0,1.0,8.7
2021-09-15,28.4,25.0,26.4,26.0,94.4,1.0,13.0,1.0,8.8
2021-09-16,31.7,25.0,27.7,25.5,91.1,1.0,16.6,1.0,9.1
2021-09-17,32.0,24.7,27.8,25.5,90.9,1.0,16.6,1.0,9.2
2021-09-18,34.0,24.7,28.9,25.2,81.3,1.0,16.6,1.0,9.4
2021-09-19,34.0,25.0,28.9,24.9,81.3,1.0,18.4,0.0,9.4
2021-09-20,34.0,25.0,29.0,24.9,76.4,1.0,18.4,0.0,9.7
2021-09-21,33.0,25.0,28.5,25.1,83.4,1.0,14.8,0.0,9.2
2021-09-22,32.0,25.0,27.9,25.2,86.3,1.0,14.8,1.0,9.7
2021-09-23,32.0,25.0,27.9,25.1,88.8,1.0,14.8,1.0,9.2
2021-09-24,32.0,25.0,26.3,25.2,93.9,1.0,20.5,1.0,8.9
2021-09-25,30.1,24.0,26.2,25.1,94.8,1.0,14.8,1.0,8.9
2021-09-26,32.0,24.0,26.2,24.9,93.9,1.0,14.8,1.0,9.5
2021-09-27,32.0,24.0,27.4,24.5,84.8,1.0,14.8,1.0,9.8
2021-09-28,33.3,25.0,29.0,24.5,77.5,1.0,14.8,0.0,9.5
2021-09-29,33.4,26.0,29.3,24.5,76.3,0.0,14.8,0.0,8.5
2021-09-30,34.0,26.0,29.7,24.6,77.5,1.0,14.8,0.0,8.5
2021-10-01,34.0,26.0,29.7,25.0,78.7,1.0,14.8,0.0,8.5
2021-10-02,33.0,25.0,28.3,25.2,84.6,1.0,14.8,0.0,7.9
2021-10-03,32.0,25.0,27.4,25.2,89.7,1.0,14.8,0.0,7.9
2021-10-04,33.0,25.0,28.3,25.0,84.6,1.0,14.8,0.0,8.8
2021-10-05,33.0,25.0,28.8,24.4,77.7,1.0,14.8,1.0,8.8
2021-10-06,34.0,26.0,29.3,24.4,77.7,1.0,13.0,0.0,9.1
2021-10-07,34.0,26.0,29.4,23.8,77.7,0.0,13.0,0.0,9.1
2021-10-08,34.0,26.0,29.4,23.7,77.7,1.0,14.8,1.0,9.6
2021-10-09,29.1,23.0,26.5,22.9,78.0,1.0,20.5,1.0,9.6
2021-10-10,25.0,23.0,23.9,21.8,96.2,1.0,20.5,1.0,8.0
2021-10-11,25.0,23.0,23.9,21.8,96.2,1.0,20.5,1.0,8.0
2021-10-12,27.0,22.0,24.3,21.0,74.6,1.0,20.1,1.0,9.9
2021-10-13,27.0,22.0,24.3,21.0,74.6,1.0,20.1,1.0,9.9
2021-10-14,25.0,21.0,22.8,20.1,90.1,1.0,18.4,1.0,9.8
2021-10-15,24.0,21.0,21.4,20.1,92.8,1.0,20.5,1.0,9.4
2021-10-16,24.0,19.6,21.4,20.1,92.8,1.0,20.5,1.0,9.4
2021-10-17,24.0,19.2,21.1,20.1,92.8,1.0,20.5,1.0,9.4
2021-10-18,24.0,19.6,21.1,20.1,95.4,1.0,13.7,1.0,8.9
2021-10-19,24.5,20.0,22.0,20.6,95.4,1.0,13.7,1.0,7.8
2021-10-20,26.0,20.0,22.6,20.6,88.8,0.0,16.6,1.0,8.3
2021-10-21,26.0,20.0,22.6,20.6,88.6,1.0,18.4,1.0,8.3
2021-10-22,24.9,19.0,21.0,15.2,71.2,1.0,18.4,1.0,10.3
2021-10-23,24.9,19.0,21.0,15.2,69.4,0.0,14.8,1.0,10.3
2021-10-24,25.5,18.0,21.5,15.2,69.4,0.0,14.8,0.0,9.6
2021-10-25,27.5,18.0,22.1,16.6,75.3,0.0,13.0,0.0,9.6
2021-10-26,28.0,18.0,23.1,18.1,75.3,0.0,13.0,0.0,7.4
2021-10-27,28.0,20.0,23.1,18.3,77.1,1.0,13.0,0.0,6.7
2021-10-28,25.0,21.0,22.7,19.6,84.4,1.0,13.0,1.0,7.4
2021-10-29,22.4,21.0,21.6,19.9,98.3,1.0,13.0,1.0,7.4
2021-10-30,22.0,19.8,20.7,20.4,98.3,1.0,9.4,1.0,8.5
2021-10-31,22.0,19.8,20.7,20.9,98.1,1.0,13.0,1.0,9.1
2021-11-01,22.1,20.0,21.2,20.9,97.9,1.0,13.0,1.0,9.1
2021-11-02,23.0,21.0,21.8,21.5,97.9,1.0,13.0,1.0,9.0
2021-11-03,27.4,21.0,23.4,22.1,92.6,1.0,13.0,1.0,9.0
2021-11-04,30.3,22.0,26.2,22.6,84.9,0.0,16.6,0.0,9.2
2021-11-05,30.3,24.0,26.4,23.5,84.9,0.0,16.6,1.0,9.2
2021-11-06,30.4,24.0,26.5,23.5,89.8,0.0,14.8,1.0,8.8
2021-11-07,30.0,23.0,26.4,23.5,89.8,1.0,14.8,1.0,8.8
2021-11-08,24.1,17.7,20.1,12.7,64.1,1.0,14.8,1.0,10.0
2021-11-09,24.0,17.7,20.1,12.7,49.4,0.0,14.8,1.0,10.0
2021-11-10,24.0,17.0,20.7,12.7,49.4,0.0,13.8,1.0,10.0
2021-11-11,25.0,19.0,20.8,12.0,59.2,0.0,13.8,1.0,9.8
2021-11-12,25.0,19.0,21.2,12.9,59.2,0.0,16.6,1.0,9.8
2021-11-13,25.0,19.0,21.2,13.3,59.2,0.0,16.6,1.0,9.8
2021-11-14,26.0,18.8,21.2,14.3,67.9,0.0,16.6,0.0,9.2
2021-11-15,26.0,18.8,21.3,16.5,72.8,0.0,13.0,1.0,7.8
2021-11-16,22.0,20.0,21.3,16.5,85.3,1.0,16.6,1.0,6.5
2021-11-17,22.0,20.0,21.0,17.2,85.3,1.0,14.8,1.0,6.5
2021-11-18,22.1,18.0,20.1,18.4,83.7,0.0,14.8,1.0,6.5
2021-11-19,23.3,18.0,20.1,18.4,83.7,1.0,13.0,1.0,5.2
2021-11-20,28.3,19.8,23.1,17.2,83.7,1.0,13.0,1.0,5.2
2021-11-21,28.3,19.8,23.1,17.2,82.0,1.0,14.8,1.0,7.8
2021-11-22,24.4,18.0,20.8,14.4,68.1,1.0,20.5,1.0,9.5
2021-11-23,21.4,17.0,18.6,13.3,60.7,1.0,20.5,1.0,10.0
2021-11-24,21.1,17.0,18.2,13.3,60.7,0.0,18.4,1.0,10.0
2021-11-25,21.4,16.0,18.6,13.3,74.2,0.0,13.0,0.0,9.6
2021-11-26,24.4,16.0,19.6,13.4,74.2,0.0,13.0,0.0,9.5
2021-11-27,25.7,15.8,20.3,14.2,71.0,0.0,13.0,0.0,9.5
